[6,1,12,1,11,2,7,5,7,7,7,10,6,10,7,5,5,5,14,6,36,8,6,7,3,2,39,3,2,26,3,14,4,11,3,30,9,45,40,7,1,33,40,8,4,3,4,7,4,3,6,5,52,3,5,5,71,10,2,1,1,1,1,1,1,1,5,11,10,1,1,2,1,1,9,1,83,19,7,7,13,1,3,1,1,1,1,1,5,1,1,1,1,3,2,1]---16407
[3,4,9,8,8,5,1,6,9,8,12,6,3,1,3,6,9,17,4,15,25,42,7,5,14,25,2,6,1,11,20,2,22,36,52,20,3,1,1,6,22,3,36,40,55,63,4,56,34,17,6,7,41,1,25,2,5,2,50,1,9,5,1,18,2,34,2,14,81,6,7,1,1,3,66,2,5,1,30,2,1,1,1,3,5,1,1,1,12,7,1,1,1,3,1,1]---25184
[8,3,2,5,3,8,3,6,10,2,7,5,13,10,1,2,4,2,7,10,8,9,9,16,13,16,29,8,2,5,1,4,5,1,4,41,8,31,4,4,57,9,5,13,6,36,19,41,5,7,3,5,54,3,48,35,4,1,1,51,67,5,5,73,6,15,2,4,65,4,4,18,1,3,1,1,1,7,1,1,1,1,1,1,1,11,10,1,5,1,1,1,1,1,1,1]---19336
[5,4,9,9,10,6,6,9,3,3,6,11,8,6,19,20,7,10,6,5,4,11,4,9,2,7,14,22,4,1,50,5,9,5,8,4,20,2,6,18,2,40,11,7,53,4,1,3,3,21,43,66,3,20,6,14,52,6,21,2,74,2,7,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1,1,1,3,14,14,4,4,11,1,1,5,7,1,1,1,1,2,1]---15927
[4,8,8,2,14,4,4,9,6,7,16,3,10,6,16,18,1,27,9,11,19,36,9,8,10,5,2,2,2,4,1,36,12,2,10,2,7,3,6,1,1,34,51,4,9,17,40,21,15,3,4,48,4,4,51,5,63,3,4,71,37,49,71,4,77,6,4,2,80,5,15,1,1,34,1,1,1,1,1,5,1,73,14,2,1,1,1,1,1,5,1,1,1,3,1,1]---23428
[5,5,4,11,7,8,17,13,5,9,19,4,2,6,1,6,2,9,1,14,11,22,2,2,18,1,26,6,10,7,44,1,17,35,6,7,4,3,4,7,7,3,36,1,3,3,3,2,3,2,3,5,1,3,59,5,2,61,12,9,62,11,45,76,19,57,10,52,2,1,1,1,3,38,10,1,81,17,3,1,1,1,3,1,1,1,2,1,1,1,1,5,4,3,2,1]---20551
[7,11,5,5,8,3,8,8,18,6,6,8,6,3,4,11,5,7,14,5,5,15,7,11,25,12,29,24,2,10,1,1,14,3,4,6,3,1,1,1,4,47,1,11,51,5,13,57,8,44,12,3,2,55,3,8,7,2,3,67,37,3,1,1,1,1,1,58,15,1,1,1,1,1,5,57,35,2,1,5,1,1,1,1,1,5,1,1,1,1,1,1,4,2,1,1]---17219
[5,4,1,7,12,11,2,14,2,3,26,17,12,6,6,14,12,10,27,5,2,8,11,9,24,24,6,2,33,8,20,3,2,4,7,2,7,1,15,2,6,1,10,5,10,3,2,5,1,1,53,74,9,3,2,8,6,2,4,1,1,1,1,15,47,25,2,1,45,8,1,1,2,5,1,1,2,1,1,7,2,1,1,1,1,1,12,8,7,1,1,1,4,3,2,1]---14149
[6,11,6,11,4,4,13,12,2,9,1,3,3,4,3,7,2,4,6,18,11,11,45,8,4,19,13,5,41,16,9,31,19,10,44,3,23,2,21,8,1,2,37,7,3,47,17,1,31,1,1,32,10,1,2,53,5,5,8,3,59,2,7,13,58,3,2,32,46,5,33,67,2,1,1,1,1,4,3,17,1,1,1,1,1,1,6,5,3,29,6,5,4,3,2,1]---21031
[6,9,9,10,4,6,10,4,1,5,5,13,2,4,5,4,3,12,4,4,8,35,1,1,1,6,24,18,11,20,31,7,25,5,5,28,4,38,34,5,37,2,1,2,4,4,20,62,5,3,13,2,1,3,42,1,1,2,1,5,70,3,2,15,2,1,2,1,2,81,2,1,1,7,1,17,1,1,1,1,1,5,1,1,9,1,1,1,1,7,6,5,2,1,1,1]---15943
[7,4,7,8,6,3,9,6,7,11,7,7,10,3,12,5,10,16,12,11,13,9,3,3,8,4,14,8,6,20,4,32,38,7,7,10,5,4,35,24,6,4,18,30,9,2,42,17,51,15,9,17,47,24,11,43,65,5,1,1,14,4,3,55,16,3,77,6,74,2,1,19,70,2,5,9,1,1,1,1,1,1,1,1,1,9,1,1,1,3,1,5,1,1,1,1]---21765
[2,10,2,4,11,3,5,1,13,8,2,3,6,6,7,11,7,34,8,7,10,7,2,7,14,7,15,7,27,7,6,1,7,30,3,5,6,1,14,4,7,23,47,11,3,3,3,7,6,56,5,4,6,2,64,63,5,48,62,3,1,2,1,1,1,1,73,4,9,5,3,3,73,3,81,3,2,9,1,1,14,5,1,1,1,1,1,5,1,3,1,3,1,1,17,1]---19521
[6,11,11,10,7,6,10,5,5,7,13,3,23,8,3,2,6,11,2,3,14,9,6,3,1,2,23,43,20,5,6,2,27,2,41,30,7,1,6,7,2,16,38,51,46,6,23,4,4,33,5,10,2,1,3,9,1,1,8,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,9,1,83,19,7,2,12,1,1,1,4,1,2,1,4,1,1,1,1,3,2,1]---15001
[3,4,2,3,8,6,2,12,13,8,6,1,11,1,10,3,2,19,5,31,4,3,6,5,2,7,8,22,10,5,19,14,15,3,6,48,4,32,15,8,9,39,2,3,1,3,1,10,13,21,1,1,2,1,1,1,5,1,1,1,1,1,5,10,4,8,2,3,2,1,2,1,9,64,1,58,10,1,1,11,15,1,1,1,4,1,1,1,3,1,1,1,1,3,2,1]---13146
[4,7,8,9,3,2,5,8,4,11,7,6,3,7,8,9,5,7,16,7,6,7,7,4,6,28,33,1,42,31,20,20,8,4,3,10,14,29,7,2,45,26,1,34,1,2,15,16,27,2,29,4,27,4,34,1,2,2,34,3,2,1,8,28,3,1,41,6,1,1,1,1,3,5,1,1,5,1,1,1,1,1,5,13,9,1,1,2,1,1,1,3,1,1,1,1]---15315
[4,11,10,6,1,7,3,4,8,11,14,5,8,4,11,5,8,16,10,3,12,10,4,13,1,3,12,9,10,25,46,27,2,32,5,8,46,4,7,11,1,44,49,11,2,5,1,3,41,7,7,2,1,7,8,63,7,63,4,12,4,62,10,8,1,1,1,1,1,1,1,1,1,25,56,38,1,1,1,3,1,1,1,3,1,1,1,3,1,1,1,1,1,1,1,1]---17829
[1,10,6,4,9,10,5,3,2,4,8,7,15,12,26,7,1,16,5,3,8,1,21,7,3,38,3,7,8,9,36,19,11,7,45,9,43,2,16,41,2,22,5,52,5,7,26,27,28,2,6,58,2,2,3,66,16,9,47,2,11,1,1,13,2,67,7,1,1,1,3,23,1,1,1,1,1,1,1,7,1,1,1,1,7,1,1,1,1,7,1,5,4,1,1,1]---18100
[5,6,14,15,1,7,4,2,1,6,14,4,5,6,11,36,3,2,8,1,34,13,13,14,16,9,14,2,4,13,1,22,5,2,22,4,11,49,4,19,6,1,4,7,1,1,3,2,56,10,2,1,1,54,4,78,7,3,2,2,1,55,7,9,1,73,3,6,1,2,17,1,1,1,3,1,1,1,3,1,1,1,12,6,1,1,1,3,1,1,1,5,4,3,2,1]---17900
[5,4,6,7,8,11,6,8,4,12,4,3,2,4,10,9,3,1,6,11,4,11,10,6,14,6,8,42,4,5,6,9,4,1,1,1,3,9,4,35,4,36,10,12,42,3,9,1,1,8,67,8,3,4,66,6,33,2,1,34,3,7,1,72,76,32,2,1,5,1,1,2,49,4,2,2,1,1,100,15,10,1,1,1,1,4,1,1,1,1,4,1,1,1,2,1]---19156
[5,10,8,10,2,15,4,5,13,14,1,1,6,6,2,9,2,5,5,9,29,7,4,12,19,3,20,25,36,3,6,1,1,18,1,4,4,46,8,24,2,27,57,8,3,2,40,2,6,65,19,1,1,3,3,1,1,5,4,45,18,6,61,1,15,2,2,1,60,2,4,4,1,65,21,74,18,6,1,1,1,1,5,1,1,1,1,1,5,1,3,1,1,1,22,1]---20100
[7,11,12,12,11,18,7,3,13,2,13,14,8,8,12,10,4,11,1,1,5,1,2,7,11,28,2,34,6,5,3,3,15,9,7,44,6,26,43,1,18,43,2,6,1,9,50,3,71,2,11,55,29,6,1,44,26,68,3,2,8,77,5,3,56,27,53,10,4,3,2,71,47,4,1,1,1,1,1,39,13,1,1,9,1,1,1,1,1,1,1,1,1,3,2,1]---23886
[3,2,6,3,5,13,11,10,2,12,2,6,13,11,11,12,10,9,2,7,8,2,12,3,23,20,3,6,8,16,7,1,16,19,13,7,1,1,4,4,18,2,6,26,28,24,2,43,3,5,2,57,33,36,2,71,51,1,69,11,74,70,1,5,2,62,5,3,1,1,1,1,1,1,1,1,1,9,1,1,1,5,14,8,1,1,1,1,8,2,1,1,1,3,2,1]---19238
[5,8,2,14,9,9,9,2,6,4,6,7,14,6,4,7,10,14,2,10,9,7,6,3,11,2,14,23,6,29,1,6,7,36,4,3,32,18,4,32,15,8,55,11,1,9,3,2,52,49,38,37,4,10,2,14,1,1,1,1,8,33,5,2,7,2,28,2,1,2,84,2,94,2,1,1,7,1,1,1,9,1,1,1,3,1,1,1,7,1,6,5,4,3,1,1]---18544
[7,5,6,12,9,2,7,3,22,7,7,10,9,6,4,3,3,1,8,18,2,6,3,12,12,11,7,17,3,41,5,26,5,2,8,38,9,8,41,5,3,20,2,26,32,51,45,27,4,7,1,1,32,1,9,1,53,2,6,31,64,10,2,1,2,12,68,13,61,11,79,3,1,10,76,16,1,1,6,1,1,1,1,1,1,4,1,1,1,1,6,1,1,3,2,1]---21927
[7,7,10,7,10,6,4,9,9,5,5,2,11,22,8,6,5,10,18,5,27,1,8,13,21,4,24,6,10,3,13,5,16,7,5,4,38,1,1,2,3,3,3,37,12,48,16,9,51,4,47,32,1,3,44,5,1,54,22,16,72,4,1,5,7,1,1,27,8,84,9,2,5,2,1,9,2,1,1,1,1,1,2,1,107,98,1,1,2,7,4,3,1,3,1,1]---23191
[6,13,10,9,6,6,8,7,10,7,13,5,4,4,3,2,12,4,14,7,12,24,24,4,6,13,12,6,3,10,4,26,2,4,4,21,28,11,4,7,2,5,6,51,2,4,2,59,2,56,10,4,3,2,52,13,4,3,2,61,3,9,1,78,9,1,7,1,1,1,1,1,1,1,1,12,20,1,1,1,3,1,1,1,3,11,10,8,5,1,1,1,1,1,1,1]---15976
[7,9,13,6,5,6,2,5,14,3,15,30,24,9,29,4,27,19,23,9,6,16,33,5,4,8,4,12,16,11,7,3,13,2,15,2,21,5,1,20,5,1,3,1,37,17,13,3,4,2,49,10,3,2,65,56,3,33,3,1,2,37,6,3,78,8,4,85,2,2,1,1,1,2,2,3,47,1,1,1,1,3,1,3,12,10,6,5,1,3,1,1,3,1,1,1]---19577
[4,11,9,5,11,3,4,9,7,4,6,18,5,10,8,15,4,3,11,13,15,9,16,16,7,3,7,2,9,13,5,18,34,6,39,36,7,1,31,8,5,4,1,16,12,45,2,2,3,2,60,27,3,42,1,1,1,4,7,1,2,1,71,1,26,76,71,1,8,5,5,82,66,3,2,1,13,2,16,1,66,14,1,1,4,11,5,1,1,1,6,3,1,1,1,1]---22917
[7,12,10,10,4,9,10,12,9,2,10,8,7,7,5,7,4,33,4,4,10,10,3,23,17,13,39,7,10,11,9,2,33,5,4,5,6,20,3,24,7,45,4,9,33,1,4,7,9,50,1,65,1,1,14,14,2,16,60,1,56,11,2,10,4,1,1,1,3,1,77,2,87,3,11,1,3,1,1,1,13,3,1,3,1,3,1,1,1,1,1,1,1,1,2,1]---19002
[4,12,4,6,10,7,8,8,8,5,16,4,3,5,3,1,5,2,6,4,15,4,1,10,14,4,9,11,26,25,5,6,6,20,37,8,2,3,2,6,3,44,2,1,5,34,9,12,4,47,50,36,4,3,53,1,12,2,16,25,30,51,9,5,9,28,1,1,46,4,2,1,34,88,4,1,62,2,1,9,1,1,14,7,1,1,1,1,1,7,1,3,1,1,2,1]---20263
[9,14,7,3,5,15,10,7,11,13,22,12,6,6,3,4,12,19,1,4,10,6,23,7,7,2,30,7,7,10,12,15,3,12,18,9,29,9,14,2,1,25,1,2,5,5,3,5,9,1,3,25,3,45,16,40,3,2,1,1,5,3,1,1,3,1,1,1,1,1,6,5,4,1,1,1,75,19,13,1,1,7,1,1,1,6,9,3,1,1,1,2,1,1,2,1]---13967
[8,4,8,4,15,14,12,11,10,5,12,7,10,4,6,7,12,15,1,1,26,28,2,6,1,33,9,38,28,5,31,9,9,16,6,46,4,17,6,35,30,2,37,20,42,4,8,2,38,10,59,5,1,3,49,3,1,50,7,2,1,1,1,1,36,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,1,9,12,5,9,7,8,2,6,5,1,1,1,1]---17725
[3,7,6,9,4,6,7,6,7,10,8,10,5,5,3,8,3,8,19,2,23,7,6,18,10,5,16,18,11,16,5,28,3,45,37,26,23,25,8,1,36,54,41,5,2,3,4,47,5,1,1,2,4,5,57,2,71,17,3,6,2,62,2,5,60,3,80,2,5,1,81,4,85,3,12,2,6,2,1,1,1,3,1,1,12,7,3,1,1,1,3,1,1,1,1,1]---23058
[5,9,5,9,7,10,10,8,4,4,3,10,10,11,7,3,8,15,32,18,7,7,3,20,23,34,11,3,40,12,1,3,3,4,8,2,39,6,7,8,61,9,28,1,25,1,5,43,55,4,36,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1,1,1,9,6,5,2,3,66,3,2,1,58,1,3,1,3,1,3,1,14,1,65,1,5,1,5,1,5,1]---17862
[6,10,12,7,3,11,7,9,8,10,6,8,12,8,9,7,14,26,1,3,5,2,34,6,9,27,27,5,7,6,14,46,30,4,7,31,5,5,3,30,5,3,22,40,3,15,2,60,8,57,7,5,29,23,5,9,1,8,11,1,57,65,4,1,68,5,1,66,2,80,3,2,34,4,1,1,22,1,1,1,9,14,14,8,1,1,1,1,1,1,1,5,4,2,1,1]---22860
[5,11,4,5,5,5,7,8,8,4,5,10,8,10,4,3,25,7,8,4,4,15,18,31,10,7,2,24,5,4,44,44,4,7,4,58,3,5,30,7,27,31,45,35,2,46,5,4,4,3,34,22,43,18,3,22,44,1,1,48,4,4,3,23,2,6,1,1,2,88,2,86,1,5,94,2,2,1,1,1,3,1,3,1,1,9,10,8,8,2,1,1,3,1,1,1]---23156
[6,13,11,5,11,2,9,5,4,6,3,3,5,4,8,5,4,6,3,6,18,2,20,1,32,3,6,13,8,5,3,3,28,4,1,11,2,11,12,39,46,24,3,4,21,5,52,5,3,6,29,30,6,2,4,7,51,5,12,62,75,6,67,2,39,23,2,62,20,2,2,2,30,2,1,1,91,1,1,5,1,1,1,1,3,1,1,1,5,1,1,1,1,1,1,1]---21107
[4,4,5,9,2,9,6,8,9,7,2,6,4,7,4,4,9,10,12,8,2,11,6,7,2,3,21,5,2,37,5,4,2,4,3,10,1,31,9,54,6,8,14,17,27,1,5,28,2,59,5,61,60,2,67,1,5,8,6,2,56,30,6,1,1,2,79,3,1,1,1,9,1,1,1,1,1,13,1,1,1,7,14,3,5,4,1,9,1,1,1,1,1,3,2,1]---17221
[4,6,8,8,3,8,1,6,3,6,2,1,12,14,8,22,5,6,26,7,19,5,2,3,10,17,7,4,5,3,9,1,6,15,15,3,5,20,3,5,1,5,49,4,7,47,5,54,9,22,4,55,3,2,5,7,64,3,64,5,81,4,11,56,46,30,4,79,2,31,27,45,79,9,4,90,1,4,1,1,1,1,7,1,1,1,1,1,1,1,2,1,7,1,8,1]---25029
[1,8,6,8,4,5,7,1,11,3,13,10,15,9,6,11,11,3,7,12,17,4,5,3,8,36,29,23,2,7,1,17,6,14,1,27,7,1,3,5,2,58,9,42,3,6,5,61,10,5,59,23,9,3,67,57,6,1,59,7,74,7,5,76,3,9,73,2,4,1,13,3,1,4,1,1,1,3,20,10,1,1,1,1,1,1,1,1,1,7,6,5,4,1,1,1]---20969
